circle,division,subdivision,section,area,totservices,billdservices,units,load,Year,Month,Date
SECUNDERABAD,SECUNDERABAD,LALBAZAR,BOLLARUM,GRC HIGH VALUE (GRP-M),1,1.0,1201.0,10.0,2021,11,2021-11-01
SECUNDERABAD,PARADISE,JAMES STREET,PARADISE,GRC HIGH VALUE,1,1.0,20.0,10.0,2021,11,2021-11-01
SURYAPET,SURYAPET,SURYAPET,SURYAPET RURAL,PILLALAMARRY,1,1.0,0.0,18.0,2021,11,2021-11-01
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-I,LI B,1,1.0,20.0,15.0,2021,11,2021-11-01
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,DORAKUNTA,1,1.0,50.0,18.0,2021,11,2021-11-01
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-II,LI 2,1,1.0,65.0,15.0,2021,11,2021-11-01
YADADRI,CHOUTUPPAL,CHOUTUPPAL,CHOUTUPPAL,LINGOJI GUDEM,1,1.0,151.0,40.0,2021,11,2021-11-01
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,PRAGATHINAGAR-1,1,1.0,129.0,8.0,2021,12,2021-12-01
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,GRC HIGH VALUES,1,1.0,3.0,15.0,2021,12,2021-12-01
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,HIGHVALUE,1,1.0,1917.0,50.0,2021,12,2021-12-01
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"JENCLAVE, GAFOOR,VITTAL NAGAR",1,0.0,0.0,20.0,2021,12,2021-12-01
BANJARA HILLS,GREEN LANDS,GREENLANDS,BEGUMPET,GRC. SHYAMLAL,1,1.0,25.0,22.0,2021,12,2021-12-01
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,MADINAGUDA HV,1,1.0,35.0,22.0,2021,12,2021-12-01
CYBERCITY,KONDAPUR,KONDAPUR,ALLAPUR,SOCIETY HV2,1,1.0,0.0,15.0,2021,12,2021-12-01
HABSIGUDA,HABSIGUDA,HABSIGUDA,NACHARAM,NACHARAM,1,1.0,17.0,15.0,2021,12,2021-12-01
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,A S RAO NAGAR,MOULA - ALI (HV),1,1.0,75.0,22.0,2021,12,2021-12-01
HABSIGUDA,KEESARA,GHATKESAR,GHATKESAR,GHATKESAR,1,1.0,10.0,30.0,2021,12,2021-12-01
HABSIGUDA,KEESARA,KEESARA,NAGARAM,NAGARAM,1,1.0,0.0,15.0,2021,12,2021-12-01
HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,SOMAJIGUDA,30-NO AREA,1,1.0,190.0,22.0,2021,12,2021-12-01
HYDERABAD CENTRAL,AZAMABAD,BARKATPURA,SHANKARMUTT,GRC HV SHANKARMUTT,1,1.0,10.0,15.0,2021,12,2021-12-01
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,GOLNAKA,MARUTHI NAGAR,1,1.0,439.0,5.0,2021,12,2021-12-01
HYDERABAD SOUTH,BEGUM BAZAR,BEGUM BAZAR,CHUDI BAZAR,GRCHV CHUDIBAZAR,1,1.0,432.0,22.0,2021,12,2021-12-01
MEDCHAL,KUKATPALLY,MIYAPUR,BACHUPALLY,CT&HV,1,1.0,14.0,22.0,2021,12,2021-12-01
MEDCHAL,MEDCHAL,SHAMEERPET,SHAMEERPET,THUMUKUNTA,1,1.0,21.0,30.0,2021,12,2021-12-01
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,KOMPALLY HV,1,1.0,679.0,22.0,2021,12,2021-12-01
MEDCHAL,KUKATPALLY,MIYAPUR,HYDERNAGAR,HYDERNAGAR CT METERS,2,2.0,158.0,33.0,2021,12,2021-12-01
MEDCHAL,KUKATPALLY,MIYAPUR,MIYAPUR,MYP CT,1,0.0,0.0,20.0,2021,12,2021-12-01
NALGONDA,NALGONDA,NAKREKAL,KATTANGUR,PAMANGUNDLA,1,1.0,82.0,18.0,2021,12,2021-12-01
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,NARKETPALLY TOWN1,1,1.0,55.0,18.0,2021,12,2021-12-01
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,SHAHEEN NAGAR II,1,1.0,118.0,15.0,2021,12,2021-12-01
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,GAGANPAHAD,GAGANPAHAD,1,1.0,207.0,22.0,2021,12,2021-12-01
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,URRAM GADDA,1,1.0,1279.0,5.0,2021,12,2021-12-01
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,MAHESHWARAM,IMAMGUDA,1,1.0,10.0,15.0,2021,12,2021-12-01
SANGAREDDY,SANGAREDDY,ISNAPUR,ISNAPUR,RUDRARAM,1,1.0,24.0,22.0,2021,12,2021-12-01
SAROORNAGAR,IBRAHIMPATNAM,TURKAYAMJAL,TURKAYAMZAL,NADELGUL,1,1.0,82.0,30.0,2021,12,2021-12-01
SAROORNAGAR,SAROORNAGAR,L B NAGAR,L.B.NAGAR,DHANAPUR & JANAPRIYA COLONY,1,1.0,2001.0,13.0,2021,12,2021-12-01
SAROORNAGAR,SAROORNAGAR,L B NAGAR,L.B.NAGAR,KRISHNA NAGAR-,1,1.0,242.0,7.0,2021,12,2021-12-01
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BN REDDY NAGAR,HASTINAPURAM CENTR,1,1.0,0.0,22.0,2021,12,2021-12-01
SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,HV CPT SOUTH,1,1.0,51.0,22.0,2021,12,2021-12-01
SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,AUTONAGAR,MALLIKARJUNA NAGAR,1,1.0,3226.0,10.0,2021,12,2021-12-01
SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,AUTONAGAR,SRINIVASA NAGAR,1,1.0,3.0,5.0,2021,12,2021-12-01
SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,PEDDA AMBERPET,SAI COLONY,1,1.0,42.0,22.0,2021,12,2021-12-01
SECUNDERABAD,PARADISE,JAMES STREET,PARADISE,GRC HIGH VALUE,1,1.0,25.0,10.0,2021,12,2021-12-01
SECUNDERABAD,SECUNDERABAD,LALBAZAR,BOLLARUM,GRC HIGH VALUE (GRP-M),1,1.0,628.0,10.0,2021,12,2021-12-01
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,DORAKUNTA,1,1.0,64.0,18.0,2021,12,2021-12-01
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-I,LI B,1,1.0,40.0,15.0,2021,12,2021-12-01
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-II,LI 2,1,1.0,117.0,15.0,2021,12,2021-12-01
SURYAPET,SURYAPET,SURYAPET,SURYAPET RURAL,PILLALAMARRY,1,1.0,93.0,18.0,2021,12,2021-12-01
YADADRI,CHOUTUPPAL,CHOUTUPPAL,CHOUTUPPAL,LINGOJI GUDEM,1,1.0,211.0,40.0,2021,12,2021-12-01
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,GRC HIGH VALUES,1,1.0,4.0,15.0,2022,1,2022-01-01
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,HIGHVALUE,1,1.0,3221.0,50.0,2022,1,2022-01-01
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"JENCLAVE, GAFOOR,VITTAL NAGAR",1,1.0,701.0,20.0,2022,1,2022-01-01
BANJARA HILLS,GREEN LANDS,GREENLANDS,BEGUMPET,GRC. SHYAMLAL,1,1.0,110.0,22.0,2022,1,2022-01-01
BANJARA HILLS,GREEN LANDS,GREENLANDS,GREENLANDS,GRC HV GREENLANDS,1,0.0,0.0,10.0,2022,1,2022-01-01
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,PRAGATHINAGAR-1,1,1.0,204.0,8.0,2022,1,2022-01-01
CYBERCITY,KONDAPUR,KONDAPUR,ALLAPUR,SOCIETY HV2,1,1.0,306.0,15.0,2022,1,2022-01-01
CYBERCITY,KONDAPUR,KONDAPUR,KONDAPUR,"JVG HILLS,CENTRAL PARK",1,0.0,0.0,5.0,2022,1,2022-01-01
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,MADINAGUDA HV,1,1.0,266.0,22.0,2022,1,2022-01-01
HABSIGUDA,KEESARA,KEESARA,NAGARAM,NAGARAM,1,1.0,32.0,15.0,2022,1,2022-01-01
HABSIGUDA,KEESARA,GHATKESAR,GHATKESAR,GHATKESAR,1,1.0,21.0,30.0,2022,1,2022-01-01
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,A S RAO NAGAR,MOULA - ALI (HV),1,1.0,133.0,22.0,2022,1,2022-01-01
HABSIGUDA,HABSIGUDA,HABSIGUDA,NACHARAM,NACHARAM,1,1.0,6.0,15.0,2022,1,2022-01-01
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,GOLNAKA,MARUTHI NAGAR,1,1.0,1404.0,5.0,2022,1,2022-01-01
HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,SOMAJIGUDA,30-NO AREA,1,1.0,172.0,22.0,2022,1,2022-01-01
HYDERABAD CENTRAL,AZAMABAD,BARKATPURA,SHANKARMUTT,GRC HV SHANKARMUTT,1,1.0,16.0,15.0,2022,1,2022-01-01
HYDERABAD SOUTH,BEGUM BAZAR,BEGUM BAZAR,CHUDI BAZAR,GRCHV CHUDIBAZAR,1,1.0,81.0,22.0,2022,1,2022-01-01
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,KOMPALLY HV,1,1.0,964.0,22.0,2022,1,2022-01-01
MEDCHAL,MEDCHAL,SHAMEERPET,SHAMEERPET,THUMUKUNTA,1,1.0,134.0,30.0,2022,1,2022-01-01
MEDCHAL,KUKATPALLY,MIYAPUR,BACHUPALLY,CT&HV,1,1.0,20.0,22.0,2022,1,2022-01-01
MEDCHAL,KUKATPALLY,MIYAPUR,HYDERNAGAR,HYDERNAGAR CT METERS,2,2.0,357.0,33.0,2022,1,2022-01-01
MEDCHAL,KUKATPALLY,MIYAPUR,HYDERNAGAR,MAYURI NAGAR,1,0.0,0.0,2.0,2022,1,2022-01-01
MEDCHAL,KUKATPALLY,MIYAPUR,MIYAPUR,MYP CT,1,1.0,318.0,20.0,2022,1,2022-01-01
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,NARKETPALLY TOWN1,1,1.0,0.0,18.0,2022,1,2022-01-01
NALGONDA,NALGONDA,NAKREKAL,KATTANGUR,PAMANGUNDLA,1,1.0,13.0,18.0,2022,1,2022-01-01
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,MAHESHWARAM,IMAMGUDA,1,1.0,14.0,15.0,2022,1,2022-01-01
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,SHAHEEN NAGAR II,1,1.0,4.0,15.0,2022,1,2022-01-01
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,GAGANPAHAD,GAGANPAHAD,1,1.0,114.0,22.0,2022,1,2022-01-01
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,URRAM GADDA,1,1.0,1679.0,5.0,2022,1,2022-01-01
SANGAREDDY,SANGAREDDY,ISNAPUR,ISNAPUR,RUDRARAM,1,1.0,24.0,22.0,2022,1,2022-01-01
SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,AUTONAGAR,MALLIKARJUNA NAGAR,1,1.0,3461.0,10.0,2022,1,2022-01-01
SAROORNAGAR,SAROORNAGAR,L B NAGAR,L.B.NAGAR,DHANAPUR & JANAPRIYA COLONY,1,1.0,2439.0,13.0,2022,1,2022-01-01
SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,AUTONAGAR,SRINIVASA NAGAR,1,1.0,257.0,5.0,2022,1,2022-01-01
SAROORNAGAR,SAROORNAGAR,L B NAGAR,L.B.NAGAR,KRISHNA NAGAR-,1,1.0,53.0,7.0,2022,1,2022-01-01
SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,PEDDA AMBERPET,SAI COLONY,1,1.0,49.0,22.0,2022,1,2022-01-01
SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,HV CPT SOUTH,1,1.0,72.0,22.0,2022,1,2022-01-01
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BN REDDY NAGAR,HASTINAPURAM CENTR,1,1.0,0.0,22.0,2022,1,2022-01-01
SAROORNAGAR,IBRAHIMPATNAM,TURKAYAMJAL,TURKAYAMZAL,NADELGUL,1,1.0,66.0,30.0,2022,1,2022-01-01
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,PRASHANTH NAGAR CLY (GRP-B),1,0.0,0.0,2.0,2022,1,2022-01-01
SECUNDERABAD,SECUNDERABAD,LALBAZAR,BOLLARUM,GRC HIGH VALUE (GRP-M),1,1.0,1072.0,10.0,2022,1,2022-01-01
SECUNDERABAD,PARADISE,JAMES STREET,PARADISE,GRC HIGH VALUE,1,1.0,20.0,10.0,2022,1,2022-01-01
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,DORAKUNTA,1,1.0,21.0,18.0,2022,1,2022-01-01
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-II,LI 2,1,1.0,133.0,15.0,2022,1,2022-01-01
SURYAPET,SURYAPET,SURYAPET,SURYAPET RURAL,PILLALAMARRY,1,1.0,93.0,18.0,2022,1,2022-01-01
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-I,LI B,1,1.0,62.0,15.0,2022,1,2022-01-01
YADADRI,CHOUTUPPAL,CHOUTUPPAL,CHOUTUPPAL,LINGOJI GUDEM,1,1.0,244.0,40.0,2022,1,2022-01-01
BANJARA HILLS,GREEN LANDS,GREENLANDS,GREENLANDS,GRC HV GREENLANDS,1,1.0,299.0,10.0,2022,2,2022-02-01
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,GRC HIGH VALUES,1,1.0,10.0,15.0,2022,2,2022-02-01
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,HIGHVALUE,1,1.0,3112.0,50.0,2022,2,2022-02-01
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"JENCLAVE, GAFOOR,VITTAL NAGAR",1,1.0,116.0,20.0,2022,2,2022-02-01
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,PRAGATHINAGAR-1,1,1.0,41.0,8.0,2022,2,2022-02-01
BANJARA HILLS,GREEN LANDS,GREENLANDS,BEGUMPET,GRC. SHYAMLAL,1,1.0,36.0,22.0,2022,2,2022-02-01
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,MADINAGUDA HV,1,1.0,103.0,22.0,2022,2,2022-02-01
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,VASANTH NAGAR,PRAJAY MEGAPOLIS PVT LTD,2,0.0,0.0,4.0,2022,2,2022-02-01
CYBERCITY,KONDAPUR,KONDAPUR,ALLAPUR,SOCIETY HV2,1,1.0,53.0,15.0,2022,2,2022-02-01
CYBERCITY,KONDAPUR,KONDAPUR,KONDAPUR,"JVG HILLS,CENTRAL PARK",1,1.0,0.0,5.0,2022,2,2022-02-01
HABSIGUDA,HABSIGUDA,HABSIGUDA,NACHARAM,NACHARAM,1,1.0,0.0,15.0,2022,2,2022-02-01
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,A S RAO NAGAR,MOULA - ALI (HV),1,1.0,132.0,22.0,2022,2,2022-02-01
HABSIGUDA,KEESARA,GHATKESAR,GHATKESAR,GHATKESAR,1,1.0,16.0,30.0,2022,2,2022-02-01
HABSIGUDA,KEESARA,KEESARA,NAGARAM,NAGARAM,1,1.0,17.0,15.0,2022,2,2022-02-01
HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,SOMAJIGUDA,30-NO AREA,1,1.0,115.0,22.0,2022,2,2022-02-01
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,GOLNAKA,MARUTHI NAGAR,1,1.0,1485.0,5.0,2022,2,2022-02-01
HYDERABAD CENTRAL,AZAMABAD,BARKATPURA,SHANKARMUTT,GRC HV SHANKARMUTT,1,1.0,16.0,15.0,2022,2,2022-02-01
HYDERABAD SOUTH,BEGUM BAZAR,BEGUM BAZAR,CHUDI BAZAR,GRCHV CHUDIBAZAR,1,1.0,82.0,22.0,2022,2,2022-02-01
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,KOMPALLY HV,1,1.0,231.0,22.0,2022,2,2022-02-01
MEDCHAL,KUKATPALLY,MIYAPUR,HYDERNAGAR,HYDERNAGAR CT METERS,2,2.0,133.0,33.0,2022,2,2022-02-01
MEDCHAL,KUKATPALLY,MIYAPUR,HYDERNAGAR,MAYURI NAGAR,1,1.0,0.0,2.0,2022,2,2022-02-01
MEDCHAL,KUKATPALLY,MIYAPUR,MIYAPUR,MYP CT,1,1.0,536.0,20.0,2022,2,2022-02-01
MEDCHAL,MEDCHAL,SHAMEERPET,SHAMEERPET,THUMUKUNTA,1,1.0,605.0,30.0,2022,2,2022-02-01
MEDCHAL,KUKATPALLY,MIYAPUR,BACHUPALLY,CT&HV,1,1.0,14.0,22.0,2022,2,2022-02-01
NALGONDA,NALGONDA,NAKREKAL,KATTANGUR,PAMANGUNDLA,1,1.0,13.0,18.0,2022,2,2022-02-01
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,NARKETPALLY TOWN1,1,1.0,128.0,18.0,2022,2,2022-02-01
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,SHAHEEN NAGAR II,1,1.0,0.0,15.0,2022,2,2022-02-01
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,GAGANPAHAD,GAGANPAHAD,1,1.0,105.0,22.0,2022,2,2022-02-01
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,URRAM GADDA,1,1.0,1740.0,5.0,2022,2,2022-02-01
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,MAHESHWARAM,IMAMGUDA,1,1.0,0.0,15.0,2022,2,2022-02-01
SANGAREDDY,SANGAREDDY,ISNAPUR,ISNAPUR,RUDRARAM,1,1.0,24.0,22.0,2022,2,2022-02-01
SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,PEDDA AMBERPET,SAI COLONY,1,1.0,60.0,22.0,2022,2,2022-02-01
SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,HV CPT SOUTH,1,1.0,72.0,22.0,2022,2,2022-02-01
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BN REDDY NAGAR,HASTINAPURAM CENTR,1,1.0,0.0,22.0,2022,2,2022-02-01
SAROORNAGAR,IBRAHIMPATNAM,TURKAYAMJAL,TURKAYAMZAL,NADELGUL,1,1.0,79.0,30.0,2022,2,2022-02-01
SAROORNAGAR,SAROORNAGAR,L B NAGAR,L.B.NAGAR,DHANAPUR & JANAPRIYA COLONY,1,1.0,2528.0,13.0,2022,2,2022-02-01
SAROORNAGAR,SAROORNAGAR,L B NAGAR,L.B.NAGAR,KRISHNA NAGAR-,1,1.0,36.0,7.0,2022,2,2022-02-01
SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,AUTONAGAR,MALLIKARJUNA NAGAR,1,1.0,3189.0,10.0,2022,2,2022-02-01
SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,AUTONAGAR,SRINIVASA NAGAR,1,1.0,299.0,5.0,2022,2,2022-02-01
SECUNDERABAD,PARADISE,JAMES STREET,PARADISE,GRC HIGH VALUE,1,1.0,23.0,10.0,2022,2,2022-02-01
SECUNDERABAD,SECUNDERABAD,LALBAZAR,BOLLARUM,GRC HIGH VALUE (GRP-M),1,1.0,1528.0,10.0,2022,2,2022-02-01
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,PRASHANTH NAGAR CLY (GRP-B),1,1.0,0.0,2.0,2022,2,2022-02-01
SURYAPET,HUZURNAGAR,KODAD,KODAD - RURAL,DORAKUNTA,1,1.0,17.0,18.0,2022,2,2022-02-01
SURYAPET,SURYAPET,SURYAPET,SURYAPET RURAL,PILLALAMARRY,1,1.0,12.0,18.0,2022,2,2022-02-01
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-I,LI B,1,1.0,22.0,15.0,2022,2,2022-02-01
SURYAPET,SURYAPET,SURYAPET,SURYAPET TOWN-II,LI 2,1,1.0,17.0,15.0,2022,2,2022-02-01
YADADRI,CHOUTUPPAL,CHOUTUPPAL,CHOUTUPPAL,LINGOJI GUDEM,1,1.0,30.0,40.0,2022,2,2022-02-01
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,GRC HIGH VALUES,1,1.0,92.0,15.0,2022,3,2022-03-01
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,JUBILEE HILLS,HIGHVALUE,1,1.0,5754.0,50.0,2022,3,2022-03-01
BANJARA HILLS,BANJARA HILLS,JUBILEE HILLS,MADHAPUR,"JENCLAVE, GAFOOR,VITTAL NAGAR",1,1.0,863.0,20.0,2022,3,2022-03-01
BANJARA HILLS,GREEN LANDS,GREENLANDS,BEGUMPET,GRC. SHYAMLAL,1,1.0,18.0,22.0,2022,3,2022-03-01
BANJARA HILLS,GREEN LANDS,GREENLANDS,GREENLANDS,GRC HV GREENLANDS,1,1.0,231.0,10.0,2022,3,2022-03-01
BANJARA HILLS,BANJARA HILLS,AMEERPET,YOUSUFGUDA,PRAGATHINAGAR-1,1,1.0,116.0,8.0,2022,3,2022-03-01
CYBERCITY,KONDAPUR,KONDAPUR,ALLAPUR,SOCIETY HV2,1,1.0,85.0,15.0,2022,3,2022-03-01
CYBERCITY,KONDAPUR,KONDAPUR,KONDAPUR,"JVG HILLS,CENTRAL PARK",1,1.0,0.0,5.0,2022,3,2022-03-01
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,CHANDA NAGAR,MADINAGUDA HV,1,1.0,21.0,22.0,2022,3,2022-03-01
CYBERCITY,GACHIBOWLI,CHANDA NAGAR,VASANTH NAGAR,PRAJAY MEGAPOLIS PVT LTD,2,2.0,0.0,4.0,2022,3,2022-03-01
HABSIGUDA,HABSIGUDA,HABSIGUDA,NACHARAM,NACHARAM,1,1.0,9.0,15.0,2022,3,2022-03-01
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,MOULAALI,UPPERGUDA,2,0.0,0.0,4.0,2022,3,2022-03-01
HABSIGUDA,SAINIKPURI,A S RAO NAGAR,A S RAO NAGAR,MOULA - ALI (HV),1,1.0,169.0,22.0,2022,3,2022-03-01
HABSIGUDA,KEESARA,KEESARA,NAGARAM,NAGARAM,1,1.0,16.0,15.0,2022,3,2022-03-01
HABSIGUDA,KEESARA,GHATKESAR,GHATKESAR,GHATKESAR,1,1.0,21.0,30.0,2022,3,2022-03-01
HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,SOMAJIGUDA,30-NO AREA,1,1.0,67.0,22.0,2022,3,2022-03-01
HYDERABAD CENTRAL,AZAMABAD,BARKATPURA,SHANKARMUTT,GRC HV SHANKARMUTT,1,1.0,57.0,15.0,2022,3,2022-03-01
HYDERABAD CENTRAL,AZAMABAD,AMBERPET,GOLNAKA,MARUTHI NAGAR,1,1.0,1985.0,5.0,2022,3,2022-03-01
HYDERABAD SOUTH,BEGUM BAZAR,BEGUM BAZAR,CHUDI BAZAR,GRCHV CHUDIBAZAR,1,1.0,44.0,22.0,2022,3,2022-03-01
MEDCHAL,KUKATPALLY,MIYAPUR,BACHUPALLY,CT&HV,1,1.0,8.0,22.0,2022,3,2022-03-01
MEDCHAL,KUKATPALLY,MIYAPUR,HYDERNAGAR,MAYURI NAGAR,1,1.0,0.0,2.0,2022,3,2022-03-01
MEDCHAL,KUKATPALLY,MIYAPUR,HYDERNAGAR,HYDERNAGAR CT METERS,2,2.0,815.0,33.0,2022,3,2022-03-01
MEDCHAL,KUKATPALLY,MIYAPUR,MIYAPUR,MYP CT,1,1.0,439.0,20.0,2022,3,2022-03-01
MEDCHAL,KUKATPALLY,MIYAPUR,NIZAMPET,NIZAMPET CT,1,0.0,0.0,45.0,2022,3,2022-03-01
MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,KOMPALLY HV,1,1.0,139.0,22.0,2022,3,2022-03-01
MEDCHAL,MEDCHAL,SHAMEERPET,SHAMEERPET,THUMUKUNTA,1,1.0,164.0,30.0,2022,3,2022-03-01
NALGONDA,NALGONDA,NALGONDA RURAL,NARKETPALLY,NARKETPALLY TOWN1,1,1.0,23.0,18.0,2022,3,2022-03-01
NALGONDA,NALGONDA,NAKREKAL,KATTANGUR,PAMANGUNDLA,1,1.0,30.0,18.0,2022,3,2022-03-01
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,MAHESHWARAM,IMAMGUDA,1,1.0,58.0,15.0,2022,3,2022-03-01
RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,PAHADISHARIFF,SHAHEEN NAGAR II,1,1.0,14.0,15.0,2022,3,2022-03-01
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,GAGANPAHAD,GAGANPAHAD,1,1.0,0.0,22.0,2022,3,2022-03-01
RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,MD PALLY,URRAM GADDA,1,1.0,1461.0,5.0,2022,3,2022-03-01
SANGAREDDY,SANGAREDDY,ISNAPUR,ISNAPUR,RUDRARAM,1,1.0,44.0,22.0,2022,3,2022-03-01
SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,PEDDA AMBERPET,SAI COLONY,1,1.0,62.0,22.0,2022,3,2022-03-01
SAROORNAGAR,CHAMPAPET,CHAMPAPET,CHAMPAPET,HV CPT SOUTH,1,1.0,39.0,22.0,2022,3,2022-03-01
SAROORNAGAR,CHAMPAPET,VANASTHALIPURAM,BN REDDY NAGAR,HASTINAPURAM CENTR,1,1.0,0.0,22.0,2022,3,2022-03-01
SAROORNAGAR,IBRAHIMPATNAM,TURKAYAMJAL,TURKAYAMZAL,NADERGUL,1,1.0,79.0,30.0,2022,3,2022-03-01
SAROORNAGAR,SAROORNAGAR,L B NAGAR,L.B.NAGAR,DHANAPUR & JANAPRIYA COLONY,1,1.0,2434.0,13.0,2022,3,2022-03-01
SAROORNAGAR,SAROORNAGAR,L B NAGAR,L.B.NAGAR,KRISHNA NAGAR-,1,1.0,11.0,7.0,2022,3,2022-03-01
SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,AUTONAGAR,MALLIKARJUNA NAGAR,1,1.0,3918.0,10.0,2022,3,2022-03-01
SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,AUTONAGAR,SRINIVASA NAGAR,1,1.0,296.0,5.0,2022,3,2022-03-01
SECUNDERABAD,PARADISE,JAMES STREET,PARADISE,GRC HIGH VALUE,1,1.0,70.0,10.0,2022,3,2022-03-01
SECUNDERABAD,BOWENPALLY,RR NAGAR,I.D.P.L.,PRASHANTH NAGAR CLY (GRP-B),1,1.0,0.0,2.0,2022,3,2022-03-01
SECUNDERABAD,SECUNDERABAD,LALBAZAR,BOLLARUM,AYYAPPA NAGAR I (GRP-B),1,0.0,0.0,2.0,2022,3,2022-03-01
